0	1	
0.00020004	0.9998	
0.00040008	0.9996	
0.00060012	0.9994	
0.00080016	0.9992	
0.0010002	0.999	
0.00120024	0.9988	
0.00140028	0.9986	
0.00160032	0.9984	
0.00180036	0.9982	
0.0020004	0.998	
0.00220044	0.9978	
0.00240048	0.9976	
0.00260052	0.997399	
0.00280056	0.997199	
0.0030006	0.996999	
0.00320064	0.996799	
0.00340068	0.996599	
0.00360072	0.996399	
0.00380076	0.996199	
0.0040008	0.995999	
0.00420084	0.995799	
0.00440088	0.995599	
0.00460092	0.995399	
0.00480096	0.995199	
0.005001	0.994999	
0.00520104	0.994799	
0.00540108	0.994599	
0.00560112	0.994399	
0.00580116	0.994199	
0.0060012	0.993999	
0.00620124	0.993799	
0.00640128	0.993599	
0.00660132	0.993399	
0.00680136	0.993199	
0.0070014	0.992999	
0.00720144	0.992799	
0.00740148	0.992599	
0.00760152	0.992398	
0.00780156	0.992198	
0.0080016	0.991998	
0.00820164	0.991798	
0.00840168	0.991598	
0.00860172	0.991398	
0.00880176	0.991198	
0.0090018	0.990998	
0.00920184	0.990798	
0.00940188	0.990598	
0.00960192	0.990398	
0.00980196	0.990198	
0.010002	0.989998	
0.010202	0.989798	
0.0104021	0.989598	
0.0106021	0.989398	
0.0108022	0.989198	
0.0110022	0.988998	
0.0112022	0.988798	
0.0114023	0.988598	
0.0116023	0.988398	
0.0118024	0.988198	
0.0120024	0.987998	
0.0122024	0.987798	
0.0124025	0.987598	
0.0126025	0.987397	
0.0128026	0.987197	
0.0130026	0.986997	
0.0132026	0.986797	
0.0134027	0.986597	
0.0136027	0.986397	
0.0138028	0.986197	
0.0140028	0.985997	
0.0142028	0.985797	
0.0144029	0.985597	
0.0146029	0.985397	
0.014803	0.985197	
0.015003	0.984997	
0.015203	0.984797	
0.0154031	0.984597	
0.0156031	0.984397	
0.0158032	0.984197	
0.0160032	0.983997	
0.0162032	0.983797	
0.0164033	0.983597	
0.0166033	0.983397	
0.0168034	0.983197	
0.0170034	0.982997	
0.0172034	0.982797	
0.0174035	0.982597	
0.0176035	0.982396	
0.0178036	0.982196	
0.0180036	0.981996	
0.0182036	0.981796	
0.0184037	0.981596	
0.0186037	0.981396	
0.0188038	0.981196	
0.0190038	0.980996	
0.0192038	0.980796	
0.0194039	0.980596	
0.0196039	0.980396	
0.019804	0.980196	
0.020004	0.979996	
0.020204	0.979796	
0.0204041	0.979596	
0.0206041	0.979396	
0.0208042	0.979196	
0.0210042	0.978996	
0.0212042	0.978796	
0.0214043	0.978596	
0.0216043	0.978396	
0.0218044	0.978196	
0.0220044	0.977996	
0.0222044	0.977796	
0.0224045	0.977596	
0.0226045	0.977395	
0.0228046	0.977195	
0.0230046	0.976995	
0.0232046	0.976795	
