0	0	1	
0	0.0769231	0.923077	
0	0.153846	0.846154	
0	0.230769	0.769231	
0	0.307692	0.692308	
0	0.384615	0.615385	
0	0.461538	0.538462	
0	0.538462	0.461538	
0	0.615385	0.384615	
0	0.692308	0.307692	
0	0.769231	0.230769	
0	0.846154	0.153846	
0	0.923077	0.0769231	
0	1	0	
0.0769231	0	0.923077	
0.0769231	0.0769231	0.846154	
0.0769231	0.153846	0.769231	
0.0769231	0.230769	0.692308	
0.0769231	0.307692	0.615385	
0.0769231	0.384615	0.538462	
0.0769231	0.461538	0.461538	
0.0769231	0.538462	0.384615	
0.0769231	0.615385	0.307692	
0.0769231	0.692308	0.230769	
0.0769231	0.769231	0.153846	
0.0769231	0.846154	0.0769231	
0.0769231	0.923077	0	
0.153846	0	0.846154	
0.153846	0.0769231	0.769231	
0.153846	0.153846	0.692308	
0.153846	0.230769	0.615385	
0.153846	0.307692	0.538462	
0.153846	0.384615	0.461538	
0.153846	0.461538	0.384615	
0.153846	0.538462	0.307692	
0.153846	0.615385	0.230769	
0.153846	0.692308	0.153846	
0.153846	0.769231	0.0769231	
0.153846	0.846154	0	
0.230769	0	0.769231	
0.230769	0.0769231	0.692308	
0.230769	0.153846	0.615385	
0.230769	0.230769	0.538462	
0.230769	0.307692	0.461538	
0.230769	0.384615	0.384615	
0.230769	0.461538	0.307692	
0.230769	0.538462	0.230769	
0.230769	0.615385	0.153846	
0.230769	0.692308	0.0769231	
0.230769	0.769231	0	
0.307692	0	0.692308	
0.307692	0.0769231	0.615385	
0.307692	0.153846	0.538462	
0.307692	0.230769	0.461538	
0.307692	0.307692	0.384615	
0.307692	0.384615	0.307692	
0.307692	0.461538	0.230769	
0.307692	0.538462	0.153846	
0.307692	0.615385	0.0769231	
0.307692	0.692308	0	
0.384615	0	0.615385	
0.384615	0.0769231	0.538462	
0.384615	0.153846	0.461538	
0.384615	0.230769	0.384615	
0.384615	0.307692	0.307692	
0.384615	0.384615	0.230769	
0.384615	0.461538	0.153846	
0.384615	0.538462	0.0769231	
0.384615	0.615385	0	
0.461538	0	0.538462	
0.461538	0.0769231	0.461538	
0.461538	0.153846	0.384615	
0.461538	0.230769	0.307692	
0.461538	0.307692	0.230769	
0.461538	0.384615	0.153846	
0.461538	0.461538	0.0769231	
0.461538	0.538462	0	
0.538462	0	0.461538	
0.538462	0.0769231	0.384615	
0.538462	0.153846	0.307692	
0.538462	0.230769	0.230769	
0.538462	0.307692	0.153846	
0.538462	0.384615	0.0769231	
0.538462	0.461538	0	
0.615385	0	0.384615	
0.615385	0.0769231	0.307692	
0.615385	0.153846	0.230769	
0.615385	0.230769	0.153846	
0.615385	0.307692	0.0769231	
0.615385	0.384615	0	
0.692308	0	0.307692	
0.692308	0.0769231	0.230769	
0.692308	0.153846	0.153846	
0.692308	0.230769	0.0769231	
0.692308	0.307692	0	
0.769231	0	0.230769	
0.769231	0.0769231	0.153846	
0.769231	0.153846	0.0769231	
0.769231	0.230769	0	
0.846154	0	0.153846	
0.846154	0.0769231	0.0769231	
0.846154	0.153846	0	
0.923077	0	0.0769231	
0.923077	0.0769231	0	
1	0	0	
