0.000837984	1	
0.000994408	1	
0.000994408	1	
0.000994408	1	
0.000994408	1	
0.000994408	1	
0.000994408	1	
0.000994408	1	
0.00170373	0.999999	
0.00170373	0.999999	
0.00222621	0.999998	
0.00222621	0.999998	
0.00222621	0.999998	
0.00261766	0.999997	
0.00261766	0.999997	
0.00330148	0.999995	
0.00330148	0.999995	
0.00360287	0.999994	
0.00360287	0.999994	
0.00360287	0.999994	
0.00386091	0.999993	
0.00435834	0.999991	
0.00435834	0.999991	
0.00435834	0.999991	
0.00478341	0.999989	
0.00478341	0.999989	
0.00556153	0.999985	
0.00556153	0.999985	
0.00556153	0.999985	
0.00591325	0.999983	
0.00591325	0.999983	
0.00624102	0.999981	
0.00639822	0.99998	
0.00670449	0.999978	
0.00699862	0.999976	
0.00699862	0.999976	
0.00727925	0.999974	
0.00741435	0.999973	
0.00780993	0.99997	
0.00780993	0.99997	
0.00780993	0.99997	
0.0083025	0.999966	
0.00854109	0.999964	
0.0088872	0.999961	
0.0088872	0.999961	
0.0088872	0.999961	
0.00932648	0.999957	
0.00932648	0.999957	
0.00994795	0.999951	
0.00994795	0.999951	
0.0102455	0.999948	
0.0102455	0.999948	
0.0104358	0.999946	
0.0107206	0.999943	
0.0107206	0.999943	
0.0111749	0.999938	
0.0115317	0.999934	
0.0115317	0.999934	
0.0118732	0.99993	
0.0118732	0.99993	
0.0122849	0.999925	
0.0123665	0.999924	
0.0126879	0.99992	
0.0126879	0.99992	
0.0129211	0.999917	
0.0129211	0.999917	
0.013673	0.999907	
0.013673	0.999907	
0.013673	0.999907	
0.0138175	0.999905	
0.0143155	0.999898	
0.0144558	0.999896	
0.0144558	0.999896	
0.0148645	0.99989	
0.0148645	0.99989	
0.0151966	0.999885	
0.0154565	0.999881	
0.0158409	0.999875	
0.0158409	0.999875	
0.016277	0.999868	
0.0164615	0.999865	
0.0164615	0.999865	
0.0164615	0.999865	
0.0169992	0.999856	
0.0169992	0.999856	
0.0173482	0.99985	
0.0175773	0.999846	
0.0175773	0.999846	
0.0179693	0.999839	
0.0181921	0.999835	
0.0181921	0.999835	
0.0183544	0.999832	
0.0191026	0.999818	
0.0191026	0.999818	
0.0191026	0.999818	
0.0194667	0.999811	
0.0194667	0.999811	
0.0194667	0.999811	
0.020069	0.999799	
0.020069	0.999799	
0.0206132	0.999788	
0.0208073	0.999784	
0.0208073	0.999784	
0.0208073	0.999784	
0.0211842	0.999776	
0.0215586	0.999768	
0.0218373	0.999762	
0.0218373	0.999762	
0.0222903	0.999752	
0.0222903	0.999752	
0.0222903	0.999752	
0.0229094	0.999738	
0.0229094	0.999738	
0.0233859	0.999727	
0.0233859	0.999727	
0.0236413	0.999721	
0.0237676	0.999718	
0.0238515	0.999716	
0.0243485	0.999704	
0.0243485	0.999704	
0.0243485	0.999704	
0.0247136	0.999695	
0.0253549	0.999679	
0.0253549	0.999679	
0.0253549	0.999679	
0.0253549	0.999679	
0.0258613	0.999666	
0.0262835	0.999655	
0.0262835	0.999655	
0.0262835	0.999655	
0.0269591	0.999637	
0.0269591	0.999637	
0.0269962	0.999636	
0.0273279	0.999627	
0.0273279	0.999627	
0.0278717	0.999612	
0.0278717	0.999612	
0.0282631	0.999601	
0.0282631	0.999601	
0.0288931	0.999583	
0.0288931	0.999583	
0.0288931	0.999583	
0.0288931	0.999583	
0.0296109	0.999562	
0.0296109	0.999562	
0.0298456	0.999555	
0.0300464	0.999549	
